# item display name	tier	extra item id	extra display name	count	returnable
# Exact recipe requirements. Shapeshifter artifact/remnant tier always equals crafted tier.
Lightcaller	7	T7_ARTEFACT_2H_SHAPESHIFTER_AVALON	Grandmaster's Dawnbird Remnant	1	false
Lightcaller	8	T8_ARTEFACT_2H_SHAPESHIFTER_AVALON	Elder's Dawnbird Remnant	1	false
Malevolent Locus	4	T4_ARTEFACT_2H_ENIGMATICORB_MORGANA	Adept's Possessed Catalyst	1	false
Malevolent Locus	5	T5_ARTEFACT_2H_ENIGMATICORB_MORGANA	Expert's Possessed Catalyst	1	false
Malevolent Locus	6	T6_ARTEFACT_2H_ENIGMATICORB_MORGANA	Master's Possessed Catalyst	1	false
Malevolent Locus	7	T7_ARTEFACT_2H_ENIGMATICORB_MORGANA	Grandmaster's Possessed Catalyst	1	false
Malevolent Locus	8	T8_ARTEFACT_2H_ENIGMATICORB_MORGANA	Elder's Possessed Catalyst	1	false
Mistcaller	4	T4_ARTEFACT_OFF_HORN_KEEPER	Adept's Runed Horn	1	false
Mistcaller	5	T5_ARTEFACT_OFF_HORN_KEEPER	Expert's Runed Horn	1	false
Mistcaller	6	T6_ARTEFACT_OFF_HORN_KEEPER	Master's Runed Horn	1	false
Mistcaller	7	T7_ARTEFACT_OFF_HORN_KEEPER	Grandmaster's Runed Horn	1	false
Mistcaller	8	T8_ARTEFACT_OFF_HORN_KEEPER	Elder's Runed Horn	1	false
Mistpiercer	4	T4_ARTEFACT_2H_BOW_AVALON	Adept's Immaculately Crafted Riser	1	false
Mistpiercer	5	T5_ARTEFACT_2H_BOW_AVALON	Expert's Immaculately Crafted Riser	1	false
Mistpiercer	6	T6_ARTEFACT_2H_BOW_AVALON	Master's Immaculately Crafted Riser	1	false
Mistpiercer	7	T7_ARTEFACT_2H_BOW_AVALON	Grandmaster's Immaculately Crafted Riser	1	false
Mistpiercer	8	T8_ARTEFACT_2H_BOW_AVALON	Elder's Immaculately Crafted Riser	1	false
Muisak	4	T4_ARTEFACT_OFF_DEMONSKULL_HELL	Adept's Demonic Jawbone	1	false
Muisak	5	T5_ARTEFACT_OFF_DEMONSKULL_HELL	Expert's Demonic Jawbone	1	false
Muisak	6	T6_ARTEFACT_OFF_DEMONSKULL_HELL	Master's Demonic Jawbone	1	false
Muisak	7	T7_ARTEFACT_OFF_DEMONSKULL_HELL	Grandmaster's Demonic Jawbone	1	false
Muisak	8	T8_ARTEFACT_OFF_DEMONSKULL_HELL	Elder's Demonic Jawbone	1	false
Oathkeepers	4	T4_ARTEFACT_2H_DUALMACE_AVALON	Adept's Broken Oaths	1	false
Oathkeepers	5	T5_ARTEFACT_2H_DUALMACE_AVALON	Expert's Broken Oaths	1	false
Oathkeepers	6	T6_ARTEFACT_2H_DUALMACE_AVALON	Master's Broken Oaths	1	false
Oathkeepers	7	T7_ARTEFACT_2H_DUALMACE_AVALON	Grandmaster's Broken Oaths	1	false
Oathkeepers	8	T8_ARTEFACT_2H_DUALMACE_AVALON	Elder's Broken Oaths	1	false
Occult Staff	4	T4_ARTEFACT_2H_ARCANESTAFF_HELL	Adept's Occult Orb	1	false
Occult Staff	5	T5_ARTEFACT_2H_ARCANESTAFF_HELL	Expert's Occult Orb	1	false
Occult Staff	6	T6_ARTEFACT_2H_ARCANESTAFF_HELL	Master's Occult Orb	1	false
Occult Staff	7	T7_ARTEFACT_2H_ARCANESTAFF_HELL	Grandmaster's Occult Orb	1	false
Occult Staff	8	T8_ARTEFACT_2H_ARCANESTAFF_HELL	Elder's Occult Orb	1	false
Permafrost Prism	4	T4_ARTEFACT_2H_ICECRYSTAL_UNDEAD	Adept's Cursed Frozen Crystal	1	false
Permafrost Prism	5	T5_ARTEFACT_2H_ICECRYSTAL_UNDEAD	Expert's Cursed Frozen Crystal	1	false
Permafrost Prism	6	T6_ARTEFACT_2H_ICECRYSTAL_UNDEAD	Master's Cursed Frozen Crystal	1	false
Permafrost Prism	7	T7_ARTEFACT_2H_ICECRYSTAL_UNDEAD	Grandmaster's Cursed Frozen Crystal	1	false
Permafrost Prism	8	T8_ARTEFACT_2H_ICECRYSTAL_UNDEAD	Elder's Cursed Frozen Crystal	1	false
Phantom Twinblade	4	T4_ARTEFACT_2H_DOUBLEBLADEDSTAFF_CRYSTAL	Adept's Mirage Crystal	1	false
Phantom Twinblade	5	T5_ARTEFACT_2H_DOUBLEBLADEDSTAFF_CRYSTAL	Expert's Mirage Crystal	1	false
Phantom Twinblade	6	T6_ARTEFACT_2H_DOUBLEBLADEDSTAFF_CRYSTAL	Master's Mirage Crystal	1	false
Phantom Twinblade	7	T7_ARTEFACT_2H_DOUBLEBLADEDSTAFF_CRYSTAL	Grandmaster's Mirage Crystal	1	false
Phantom Twinblade	8	T8_ARTEFACT_2H_DOUBLEBLADEDSTAFF_CRYSTAL	Elder's Mirage Crystal	1	false
Rampant Staff	4	T4_ARTEFACT_2H_NATURESTAFF_KEEPER	Adept's Preserved Log	1	false
Rampant Staff	5	T5_ARTEFACT_2H_NATURESTAFF_KEEPER	Expert's Preserved Log	1	false
Rampant Staff	6	T6_ARTEFACT_2H_NATURESTAFF_KEEPER	Master's Preserved Log	1	false
Rampant Staff	7	T7_ARTEFACT_2H_NATURESTAFF_KEEPER	Grandmaster's Preserved Log	1	false
Rampant Staff	8	T8_ARTEFACT_2H_NATURESTAFF_KEEPER	Elder's Preserved Log	1	false
Ravenstrike Cestus	4	T4_ARTEFACT_2H_KNUCKLES_MORGANA	Adept's Warped Raven Plate	1	false
Ravenstrike Cestus	5	T5_ARTEFACT_2H_KNUCKLES_MORGANA	Expert's Warped Raven Plate	1	false
Ravenstrike Cestus	6	T6_ARTEFACT_2H_KNUCKLES_MORGANA	Master's Warped Raven Plate	1	false
Ravenstrike Cestus	7	T7_ARTEFACT_2H_KNUCKLES_MORGANA	Grandmaster's Warped Raven Plate	1	false
Ravenstrike Cestus	8	T8_ARTEFACT_2H_KNUCKLES_MORGANA	Elder's Warped Raven Plate	1	false
Realmbreaker	4	T4_ARTEFACT_2H_AXE_AVALON	Adept's Avalonian Battle Memoir	1	false
Realmbreaker	5	T5_ARTEFACT_2H_AXE_AVALON	Expert's Avalonian Battle Memoir	1	false
Realmbreaker	6	T6_ARTEFACT_2H_AXE_AVALON	Master's Avalonian Battle Memoir	1	false
Realmbreaker	7	T7_ARTEFACT_2H_AXE_AVALON	Grandmaster's Avalonian Battle Memoir	1	false
Realmbreaker	8	T8_ARTEFACT_2H_AXE_AVALON	Elder's Avalonian Battle Memoir	1	false
Redemption Staff	4	T4_ARTEFACT_2H_HOLYSTAFF_UNDEAD	Adept's Ghastly Scroll	1	false
Redemption Staff	5	T5_ARTEFACT_2H_HOLYSTAFF_UNDEAD	Expert's Ghastly Scroll	1	false
Redemption Staff	6	T6_ARTEFACT_2H_HOLYSTAFF_UNDEAD	Master's Ghastly Scroll	1	false
Redemption Staff	7	T7_ARTEFACT_2H_HOLYSTAFF_UNDEAD	Grandmaster's Ghastly Scroll	1	false
Redemption Staff	8	T8_ARTEFACT_2H_HOLYSTAFF_UNDEAD	Elder's Ghastly Scroll	1	false
Rift Glaive	4	T4_ARTEFACT_2H_GLAIVE_CRYSTAL	Adept's Rift Crystal	1	false
Rift Glaive	5	T5_ARTEFACT_2H_GLAIVE_CRYSTAL	Expert's Rift Crystal	1	false
Rift Glaive	6	T6_ARTEFACT_2H_GLAIVE_CRYSTAL	Master's Rift Crystal	1	false
Rift Glaive	7	T7_ARTEFACT_2H_GLAIVE_CRYSTAL	Grandmaster's Rift Crystal	1	false
Rift Glaive	8	T8_ARTEFACT_2H_GLAIVE_CRYSTAL	Elder's Rift Crystal	1	false
Robe of Purity	4	T4_ARTEFACT_ARMOR_CLOTH_AVALON	Adept's Sanctified Belt	1	false
Robe of Purity	5	T5_ARTEFACT_ARMOR_CLOTH_AVALON	Expert's Sanctified Belt	1	false
Robe of Purity	6	T6_ARTEFACT_ARMOR_CLOTH_AVALON	Master's Sanctified Belt	1	false
Robe of Purity	7	T7_ARTEFACT_ARMOR_CLOTH_AVALON	Grandmaster's Sanctified Belt	1	false
Robe of Purity	8	T8_ARTEFACT_ARMOR_CLOTH_AVALON	Elder's Sanctified Belt	1	false
Rotcaller Staff	4	T4_ARTEFACT_MAIN_CURSEDSTAFF_CRYSTAL	Adept's Rotten Crystal	1	false
Rotcaller Staff	5	T5_ARTEFACT_MAIN_CURSEDSTAFF_CRYSTAL	Expert's Rotten Crystal	1	false
Rotcaller Staff	6	T6_ARTEFACT_MAIN_CURSEDSTAFF_CRYSTAL	Master's Rotten Crystal	1	false
Rotcaller Staff	7	T7_ARTEFACT_MAIN_CURSEDSTAFF_CRYSTAL	Grandmaster's Rotten Crystal	1	false
Rotcaller Staff	8	T8_ARTEFACT_MAIN_CURSEDSTAFF_CRYSTAL	Elder's Rotten Crystal	1	false
Royal Armor	4	QUESTITEM_TOKEN_ROYAL_T4	Adept's Royal Sigil	4	false
Royal Armor	5	QUESTITEM_TOKEN_ROYAL_T5	Expert's Royal Sigil	8	false
Royal Armor	6	QUESTITEM_TOKEN_ROYAL_T6	Master's Royal Sigil	16	false
Royal Armor	7	QUESTITEM_TOKEN_ROYAL_T7	Grandmaster's Royal Sigil	16	false
Royal Armor	8	QUESTITEM_TOKEN_ROYAL_T8	Elder's Royal Sigil	16	false
Royal Boots	4	QUESTITEM_TOKEN_ROYAL_T4	Adept's Royal Sigil	2	false
Royal Boots	5	QUESTITEM_TOKEN_ROYAL_T5	Expert's Royal Sigil	4	false
Royal Boots	6	QUESTITEM_TOKEN_ROYAL_T6	Master's Royal Sigil	8	false
Royal Boots	7	QUESTITEM_TOKEN_ROYAL_T7	Grandmaster's Royal Sigil	8	false
Royal Boots	8	QUESTITEM_TOKEN_ROYAL_T8	Elder's Royal Sigil	8	false
Royal Cowl	4	QUESTITEM_TOKEN_ROYAL_T4	Adept's Royal Sigil	2	false
Royal Cowl	5	QUESTITEM_TOKEN_ROYAL_T5	Expert's Royal Sigil	4	false
Royal Cowl	6	QUESTITEM_TOKEN_ROYAL_T6	Master's Royal Sigil	8	false
Royal Cowl	7	QUESTITEM_TOKEN_ROYAL_T7	Grandmaster's Royal Sigil	8	false
Royal Cowl	8	QUESTITEM_TOKEN_ROYAL_T8	Elder's Royal Sigil	8	false
Royal Helmet	4	QUESTITEM_TOKEN_ROYAL_T4	Adept's Royal Sigil	2	false
Royal Helmet	5	QUESTITEM_TOKEN_ROYAL_T5	Expert's Royal Sigil	4	false
Royal Helmet	6	QUESTITEM_TOKEN_ROYAL_T6	Master's Royal Sigil	8	false
Royal Helmet	7	QUESTITEM_TOKEN_ROYAL_T7	Grandmaster's Royal Sigil	8	false
Royal Helmet	8	QUESTITEM_TOKEN_ROYAL_T8	Elder's Royal Sigil	8	false
Royal Hood	4	QUESTITEM_TOKEN_ROYAL_T4	Adept's Royal Sigil	2	false
Royal Hood	5	QUESTITEM_TOKEN_ROYAL_T5	Expert's Royal Sigil	4	false
Royal Hood	6	QUESTITEM_TOKEN_ROYAL_T6	Master's Royal Sigil	8	false
Royal Hood	7	QUESTITEM_TOKEN_ROYAL_T7	Grandmaster's Royal Sigil	8	false
Royal Hood	8	QUESTITEM_TOKEN_ROYAL_T8	Elder's Royal Sigil	8	false
Royal Jacket	4	QUESTITEM_TOKEN_ROYAL_T4	Adept's Royal Sigil	4	false
Royal Jacket	5	QUESTITEM_TOKEN_ROYAL_T5	Expert's Royal Sigil	8	false
Royal Jacket	6	QUESTITEM_TOKEN_ROYAL_T6	Master's Royal Sigil	16	false
Royal Jacket	7	QUESTITEM_TOKEN_ROYAL_T7	Grandmaster's Royal Sigil	16	false
Royal Jacket	8	QUESTITEM_TOKEN_ROYAL_T8	Elder's Royal Sigil	16	false
Royal Robe	4	QUESTITEM_TOKEN_ROYAL_T4	Adept's Royal Sigil	4	false
Royal Robe	5	QUESTITEM_TOKEN_ROYAL_T5	Expert's Royal Sigil	8	false
Royal Robe	6	QUESTITEM_TOKEN_ROYAL_T6	Master's Royal Sigil	16	false
Royal Robe	7	QUESTITEM_TOKEN_ROYAL_T7	Grandmaster's Royal Sigil	16	false
Royal Robe	8	QUESTITEM_TOKEN_ROYAL_T8	Elder's Royal Sigil	16	false
Royal Sandals	4	QUESTITEM_TOKEN_ROYAL_T4	Adept's Royal Sigil	2	false
Royal Sandals	5	QUESTITEM_TOKEN_ROYAL_T5	Expert's Royal Sigil	4	false
Royal Sandals	6	QUESTITEM_TOKEN_ROYAL_T6	Master's Royal Sigil	8	false
Royal Sandals	7	QUESTITEM_TOKEN_ROYAL_T7	Grandmaster's Royal Sigil	8	false
Royal Sandals	8	QUESTITEM_TOKEN_ROYAL_T8	Elder's Royal Sigil	8	false
Royal Shoes	4	QUESTITEM_TOKEN_ROYAL_T4	Adept's Royal Sigil	2	false
Royal Shoes	5	QUESTITEM_TOKEN_ROYAL_T5	Expert's Royal Sigil	4	false
Royal Shoes	6	QUESTITEM_TOKEN_ROYAL_T6	Master's Royal Sigil	8	false
Royal Shoes	7	QUESTITEM_TOKEN_ROYAL_T7	Grandmaster's Royal Sigil	8	false
Royal Shoes	8	QUESTITEM_TOKEN_ROYAL_T8	Elder's Royal Sigil	8	false
Sacred Scepter	4	T4_ARTEFACT_OFF_TALISMAN_AVALON	Adept's Shattered Avalonian Memento	1	false
Sacred Scepter	5	T5_ARTEFACT_OFF_TALISMAN_AVALON	Expert's Shattered Avalonian Memento	1	false
Sacred Scepter	6	T6_ARTEFACT_OFF_TALISMAN_AVALON	Master's Shattered Avalonian Memento	1	false
Sacred Scepter	7	T7_ARTEFACT_OFF_TALISMAN_AVALON	Grandmaster's Shattered Avalonian Memento	1	false
Sacred Scepter	8	T8_ARTEFACT_OFF_TALISMAN_AVALON	Elder's Shattered Avalonian Memento	1	false
Sandals of Purity	4	T4_ARTEFACT_SHOES_CLOTH_AVALON	Adept's Sanctified Bindings	1	false
Sandals of Purity	5	T5_ARTEFACT_SHOES_CLOTH_AVALON	Expert's Sanctified Bindings	1	false
Sandals of Purity	6	T6_ARTEFACT_SHOES_CLOTH_AVALON	Master's Sanctified Bindings	1	false
Sandals of Purity	7	T7_ARTEFACT_SHOES_CLOTH_AVALON	Grandmaster's Sanctified Bindings	1	false
Sandals of Purity	8	T8_ARTEFACT_SHOES_CLOTH_AVALON	Elder's Sanctified Bindings	1	false
Sarcophagus	4	T4_ARTEFACT_OFF_TOWERSHIELD_UNDEAD	Adept's Ancient Shield Core	1	false
Sarcophagus	5	T5_ARTEFACT_OFF_TOWERSHIELD_UNDEAD	Expert's Ancient Shield Core	1	false
Sarcophagus	6	T6_ARTEFACT_OFF_TOWERSHIELD_UNDEAD	Master's Ancient Shield Core	1	false
Sarcophagus	7	T7_ARTEFACT_OFF_TOWERSHIELD_UNDEAD	Grandmaster's Ancient Shield Core	1	false
Sarcophagus	8	T8_ARTEFACT_OFF_TOWERSHIELD_UNDEAD	Elder's Ancient Shield Core	1	false
Shadowcaller	4	T4_ARTEFACT_MAIN_CURSEDSTAFF_AVALON	Adept's Fractured Opaque Orb	1	false
Shadowcaller	5	T5_ARTEFACT_MAIN_CURSEDSTAFF_AVALON	Expert's Fractured Opaque Orb	1	false
Shadowcaller	6	T6_ARTEFACT_MAIN_CURSEDSTAFF_AVALON	Master's Fractured Opaque Orb	1	false
Shadowcaller	7	T7_ARTEFACT_MAIN_CURSEDSTAFF_AVALON	Grandmaster's Fractured Opaque Orb	1	false
Shadowcaller	8	T8_ARTEFACT_MAIN_CURSEDSTAFF_AVALON	Elder's Fractured Opaque Orb	1	false
Shoes of Tenacity	4	T4_ARTEFACT_SHOES_LEATHER_AVALON	Adept's Augured Fasteners	1	false
Shoes of Tenacity	5	T5_ARTEFACT_SHOES_LEATHER_AVALON	Expert's Augured Fasteners	1	false
Shoes of Tenacity	6	T6_ARTEFACT_SHOES_LEATHER_AVALON	Master's Augured Fasteners	1	false
Shoes of Tenacity	7	T7_ARTEFACT_SHOES_LEATHER_AVALON	Grandmaster's Augured Fasteners	1	false
Shoes of Tenacity	8	T8_ARTEFACT_SHOES_LEATHER_AVALON	Elder's Augured Fasteners	1	false
Siegebow	4	T4_ARTEFACT_2H_CROSSBOWLARGE_MORGANA	Adept's Alluring Bolts	1	false
Siegebow	5	T5_ARTEFACT_2H_CROSSBOWLARGE_MORGANA	Expert's Alluring Bolts	1	false
Siegebow	6	T6_ARTEFACT_2H_CROSSBOWLARGE_MORGANA	Master's Alluring Bolts	1	false
Siegebow	7	T7_ARTEFACT_2H_CROSSBOWLARGE_MORGANA	Grandmaster's Alluring Bolts	1	false
Siegebow	8	T8_ARTEFACT_2H_CROSSBOWLARGE_MORGANA	Elder's Alluring Bolts	1	false
Skystrider Bow	4	T4_ARTEFACT_2H_BOW_CRYSTAL	Adept's Windborne Crystal	1	false
Skystrider Bow	5	T5_ARTEFACT_2H_BOW_CRYSTAL	Expert's Windborne Crystal	1	false
Skystrider Bow	6	T6_ARTEFACT_2H_BOW_CRYSTAL	Master's Windborne Crystal	1	false
Skystrider Bow	7	T7_ARTEFACT_2H_BOW_CRYSTAL	Grandmaster's Windborne Crystal	1	false
Skystrider Bow	8	T8_ARTEFACT_2H_BOW_CRYSTAL	Elder's Windborne Crystal	1	false
Soulscythe	4	T4_ARTEFACT_2H_TWINSCYTHE_HELL	Adept's Hellish Sicklehead Pair	1	false
Soulscythe	5	T5_ARTEFACT_2H_TWINSCYTHE_HELL	Expert's Hellish Sicklehead Pair	1	false
Soulscythe	6	T6_ARTEFACT_2H_TWINSCYTHE_HELL	Master's Hellish Sicklehead Pair	1	false
Soulscythe	7	T7_ARTEFACT_2H_TWINSCYTHE_HELL	Grandmaster's Hellish Sicklehead Pair	1	false
Soulscythe	8	T8_ARTEFACT_2H_TWINSCYTHE_HELL	Elder's Hellish Sicklehead Pair	1	false
Specter Hood	4	T4_ARTEFACT_HEAD_LEATHER_UNDEAD	Adept's Ghastly Visor	1	false
Specter Hood	5	T5_ARTEFACT_HEAD_LEATHER_UNDEAD	Expert's Ghastly Visor	1	false
Specter Hood	6	T6_ARTEFACT_HEAD_LEATHER_UNDEAD	Master's Ghastly Visor	1	false
Specter Hood	7	T7_ARTEFACT_HEAD_LEATHER_UNDEAD	Grandmaster's Ghastly Visor	1	false
Specter Hood	8	T8_ARTEFACT_HEAD_LEATHER_UNDEAD	Elder's Ghastly Visor	1	false
Specter Jacket	4	T4_ARTEFACT_ARMOR_LEATHER_UNDEAD	Adept's Ghastly Leather	1	false
Specter Jacket	5	T5_ARTEFACT_ARMOR_LEATHER_UNDEAD	Expert's Ghastly Leather	1	false
Specter Jacket	6	T6_ARTEFACT_ARMOR_LEATHER_UNDEAD	Master's Ghastly Leather	1	false
Specter Jacket	7	T7_ARTEFACT_ARMOR_LEATHER_UNDEAD	Grandmaster's Ghastly Leather	1	false
Specter Jacket	8	T8_ARTEFACT_ARMOR_LEATHER_UNDEAD	Elder's Ghastly Leather	1	false
Specter Shoes	4	T4_ARTEFACT_SHOES_LEATHER_UNDEAD	Adept's Ghastly Bindings	1	false
Specter Shoes	5	T5_ARTEFACT_SHOES_LEATHER_UNDEAD	Expert's Ghastly Bindings	1	false
Specter Shoes	6	T6_ARTEFACT_SHOES_LEATHER_UNDEAD	Master's Ghastly Bindings	1	false
Specter Shoes	7	T7_ARTEFACT_SHOES_LEATHER_UNDEAD	Grandmaster's Ghastly Bindings	1	false
Specter Shoes	8	T8_ARTEFACT_SHOES_LEATHER_UNDEAD	Elder's Ghastly Bindings	1	false
Spirithunter	4	T4_ARTEFACT_2H_HARPOON_HELL	Adept's Infernal Harpoon Tip	1	false
Spirithunter	5	T5_ARTEFACT_2H_HARPOON_HELL	Expert's Infernal Harpoon Tip	1	false
Spirithunter	6	T6_ARTEFACT_2H_HARPOON_HELL	Master's Infernal Harpoon Tip	1	false
Spirithunter	7	T7_ARTEFACT_2H_HARPOON_HELL	Grandmaster's Infernal Harpoon Tip	1	false
Spirithunter	8	T8_ARTEFACT_2H_HARPOON_HELL	Elder's Infernal Harpoon Tip	1	false
Staff of Balance	4	T4_ARTEFACT_2H_ROCKSTAFF_KEEPER	Adept's Preserved Rocks	1	false
Staff of Balance	5	T5_ARTEFACT_2H_ROCKSTAFF_KEEPER	Expert's Preserved Rocks	1	false
Staff of Balance	6	T6_ARTEFACT_2H_ROCKSTAFF_KEEPER	Master's Preserved Rocks	1	false
Staff of Balance	7	T7_ARTEFACT_2H_ROCKSTAFF_KEEPER	Grandmaster's Preserved Rocks	1	false
Staff of Balance	8	T8_ARTEFACT_2H_ROCKSTAFF_KEEPER	Elder's Preserved Rocks	1	false
Stalker Hood	4	T4_ARTEFACT_HEAD_LEATHER_MORGANA	Adept's Imbued Visor	1	false
Stalker Hood	5	T5_ARTEFACT_HEAD_LEATHER_MORGANA	Expert's Imbued Visor	1	false
Stalker Hood	6	T6_ARTEFACT_HEAD_LEATHER_MORGANA	Master's Imbued Visor	1	false
Stalker Hood	7	T7_ARTEFACT_HEAD_LEATHER_MORGANA	Grandmaster's Imbued Visor	1	false
Stalker Hood	8	T8_ARTEFACT_HEAD_LEATHER_MORGANA	Elder's Imbued Visor	1	false
Stalker Jacket	4	T4_ARTEFACT_ARMOR_LEATHER_MORGANA	Adept's Imbued Leather Folds	1	false
Stalker Jacket	5	T5_ARTEFACT_ARMOR_LEATHER_MORGANA	Expert's Imbued Leather Folds	1	false
Stalker Jacket	6	T6_ARTEFACT_ARMOR_LEATHER_MORGANA	Master's Imbued Leather Folds	1	false
Stalker Jacket	7	T7_ARTEFACT_ARMOR_LEATHER_MORGANA	Grandmaster's Imbued Leather Folds	1	false
Stalker Jacket	8	T8_ARTEFACT_ARMOR_LEATHER_MORGANA	Elder's Imbued Leather Folds	1	false
Stalker Shoes	4	T4_ARTEFACT_SHOES_LEATHER_MORGANA	Adept's Imbued Soles	1	false
Stalker Shoes	5	T5_ARTEFACT_SHOES_LEATHER_MORGANA	Expert's Imbued Soles	1	false
Stalker Shoes	6	T6_ARTEFACT_SHOES_LEATHER_MORGANA	Master's Imbued Soles	1	false
Stalker Shoes	7	T7_ARTEFACT_SHOES_LEATHER_MORGANA	Grandmaster's Imbued Soles	1	false
Stalker Shoes	8	T8_ARTEFACT_SHOES_LEATHER_MORGANA	Elder's Imbued Soles	1	false
Stillgaze Staff	4	T4_ARTEFACT_2H_SHAPESHIFTER_CRYSTAL	Adept's Serpent Crystal	1	false
Stillgaze Staff	5	T5_ARTEFACT_2H_SHAPESHIFTER_CRYSTAL	Expert's Serpent Crystal	1	false
Stillgaze Staff	6	T6_ARTEFACT_2H_SHAPESHIFTER_CRYSTAL	Master's Serpent Crystal	1	false
Stillgaze Staff	7	T7_ARTEFACT_2H_SHAPESHIFTER_CRYSTAL	Grandmaster's Serpent Crystal	1	false
Stillgaze Staff	8	T8_ARTEFACT_2H_SHAPESHIFTER_CRYSTAL	Elder's Serpent Crystal	1	false
Taproot	4	T4_ARTEFACT_OFF_TOTEM_KEEPER	Adept's Inscribed Stone	1	false
Taproot	5	T5_ARTEFACT_OFF_TOTEM_KEEPER	Expert's Inscribed Stone	1	false
Taproot	6	T6_ARTEFACT_OFF_TOTEM_KEEPER	Master's Inscribed Stone	1	false
Taproot	7	T7_ARTEFACT_OFF_TOTEM_KEEPER	Grandmaster's Inscribed Stone	1	false
Taproot	8	T8_ARTEFACT_OFF_TOTEM_KEEPER	Elder's Inscribed Stone	1	false
Timelocked Grimoire	4	T4_ARTEFACT_OFF_TOME_CRYSTAL	Adept's Timelocked Crystal	1	false
Timelocked Grimoire	5	T5_ARTEFACT_OFF_TOME_CRYSTAL	Expert's Timelocked Crystal	1	false
Timelocked Grimoire	6	T6_ARTEFACT_OFF_TOME_CRYSTAL	Master's Timelocked Crystal	1	false
Timelocked Grimoire	7	T7_ARTEFACT_OFF_TOME_CRYSTAL	Grandmaster's Timelocked Crystal	1	false
Timelocked Grimoire	8	T8_ARTEFACT_OFF_TOME_CRYSTAL	Elder's Timelocked Crystal	1	false
Tombhammer	4	T4_ARTEFACT_2H_HAMMER_UNDEAD	Adept's Ancient Hammer Head	1	false
Tombhammer	5	T5_ARTEFACT_2H_HAMMER_UNDEAD	Expert's Ancient Hammer Head	1	false
Tombhammer	6	T6_ARTEFACT_2H_HAMMER_UNDEAD	Master's Ancient Hammer Head	1	false
Tombhammer	7	T7_ARTEFACT_2H_HAMMER_UNDEAD	Grandmaster's Ancient Hammer Head	1	false
Tombhammer	8	T8_ARTEFACT_2H_HAMMER_UNDEAD	Elder's Ancient Hammer Head	1	false
Trinity Spear	4	T4_ARTEFACT_2H_TRIDENT_UNDEAD	Adept's Cursed Barbs	1	false
Trinity Spear	5	T5_ARTEFACT_2H_TRIDENT_UNDEAD	Expert's Cursed Barbs	1	false
Trinity Spear	6	T6_ARTEFACT_2H_TRIDENT_UNDEAD	Master's Cursed Barbs	1	false
Trinity Spear	7	T7_ARTEFACT_2H_TRIDENT_UNDEAD	Grandmaster's Cursed Barbs	1	false
Trinity Spear	8	T8_ARTEFACT_2H_TRIDENT_UNDEAD	Elder's Cursed Barbs	1	false
Truebolt Hammer	4	T4_ARTEFACT_2H_HAMMER_CRYSTAL	Adept's Crackling Crystal	1	false
Truebolt Hammer	5	T5_ARTEFACT_2H_HAMMER_CRYSTAL	Expert's Crackling Crystal	1	false
Truebolt Hammer	6	T6_ARTEFACT_2H_HAMMER_CRYSTAL	Master's Crackling Crystal	1	false
Truebolt Hammer	7	T7_ARTEFACT_2H_HAMMER_CRYSTAL	Grandmaster's Crackling Crystal	1	false
Truebolt Hammer	8	T8_ARTEFACT_2H_HAMMER_CRYSTAL	Elder's Crackling Crystal	1	false
Twin Slayers	4	T4_ARTEFACT_2H_DAGGERPAIR_CRYSTAL	Adept's Death-Touched Crystal	1	false
Twin Slayers	5	T5_ARTEFACT_2H_DAGGERPAIR_CRYSTAL	Expert's Death-Touched Crystal	1	false
Twin Slayers	6	T6_ARTEFACT_2H_DAGGERPAIR_CRYSTAL	Master's Death-Touched Crystal	1	false
Twin Slayers	7	T7_ARTEFACT_2H_DAGGERPAIR_CRYSTAL	Grandmaster's Death-Touched Crystal	1	false
Twin Slayers	8	T8_ARTEFACT_2H_DAGGERPAIR_CRYSTAL	Elder's Death-Touched Crystal	1	false
Unbreakable Ward	4	T4_ARTEFACT_OFF_SHIELD_CRYSTAL	Adept's Unbreakable Crystal	1	false
Unbreakable Ward	5	T5_ARTEFACT_OFF_SHIELD_CRYSTAL	Expert's Unbreakable Crystal	1	false
Unbreakable Ward	6	T6_ARTEFACT_OFF_SHIELD_CRYSTAL	Master's Unbreakable Crystal	1	false
Unbreakable Ward	7	T7_ARTEFACT_OFF_SHIELD_CRYSTAL	Grandmaster's Unbreakable Crystal	1	false
Unbreakable Ward	8	T8_ARTEFACT_OFF_SHIELD_CRYSTAL	Elder's Unbreakable Crystal	1	false
Ursine Maulers	4	T4_ARTEFACT_2H_KNUCKLES_KEEPER	Adept's Ursine Guardian Remains	1	false
Ursine Maulers	5	T5_ARTEFACT_2H_KNUCKLES_KEEPER	Expert's Ursine Guardian Remains	1	false
Ursine Maulers	6	T6_ARTEFACT_2H_KNUCKLES_KEEPER	Master's Ursine Guardian Remains	1	false
Ursine Maulers	7	T7_ARTEFACT_2H_KNUCKLES_KEEPER	Grandmaster's Ursine Guardian Remains	1	false
Ursine Maulers	8	T8_ARTEFACT_2H_KNUCKLES_KEEPER	Elder's Ursine Guardian Remains	1	false
Wailing Bow	4	T4_ARTEFACT_2H_BOW_HELL	Adept's Demonic Arrowheads	1	false
Wailing Bow	5	T5_ARTEFACT_2H_BOW_HELL	Expert's Demonic Arrowheads	1	false
